WAVE,INTENSITY_RAW,INTENSITY_MED,INTENSITY_CORR,INTENSITY_SNV,INTENSITY_NORM
200,238.0,238.0,5.570631588026686,0.1612195820927776,0.10222481972028855
201,238.0,238.0,5.629663384002868,0.1629280205933452,0.10238807188999213
202,238.0,238.0,5.688770634493352,0.16463864282210783,0.10255153272882006
203,238.75,238.75,6.497953273367301,0.18805718788553324,0.10478932372430241
204,239.5,239.5,7.307211234493991,0.2114779128493734,0.10702732302314034
205,240.25,239.5,7.366544451742556,0.21319507477937616,0.10719140877203456
206,241.0,239.5,7.425952858982299,0.2149144127820134,0.1073557024585156
207,239.25,239.25,7.235436390082356,0.209400677936606,0.10682883000956059
208,237.5,237.5,5.544994978911944,0.16047763329533124,0.1021539217915941
209,235.75,235.75,3.8546285593403127,0.11155675898501893,0.0974792209625611
210,234.0,234.0,2.164337065236623,0.06263805309177724,0.09280472733957708
211,233.75,233.75,1.9741204304701512,0.05713299574243676,0.0922786840805871
212,233.5,233.5,1.783978588910088,0.051630102982387474,0.0917528476618774
213,233.25,233.5,1.8439114744255392,0.05336461990452246,0.0919185917907015
214,233.0,233.5,1.903919020885894,0.05510129758817,0.09208454239403728
215,234.0,234.0,2.4640011621602014,0.07131062813300805,0.09363344706927633
216,235.0,235.0,3.524157832117794,0.10199260962514976,0.09656530563353455
217,236.0,235.25,3.8343889646278058,0.11097100511676998,0.09742324845323629
218,237.0,235.25,3.8946944935594843,0.1127163067075524,0.09759002312577363
219,235.25,235.25,3.9550743527820202,0.11446375949039257,0.09775700335840036
220,233.5,233.5,2.265528476164633,0.06556663250389479,0.09308457173726457
221,231.75,231.75,0.5760567975765412,0.016671652881674486,0.0884123453104494
222,230.0,230.0,-1.113340749113064,-0.032221181290159294,0.0837403238950704
223,226.75,226.75,-4.302664230034964,-0.12452335396621575,0.07492026396741387
224,223.5,223.5,-7.491913711319938,-0.21682338501966597,0.06610040868542474
225,220.25,220.25,-10.681089259098798,-0.30912127636440084,0.057280757866218564
226,217.0,218.0,-12.870190939502294,-0.3724760418871637,0.05122680688746387
227,217.5,218.0,-12.809218818661265,-0.3707114484679138,0.051395425016967235
228,218.0,218.0,-12.748172962706462,-0.36894472108161896,0.05156424706060039
229,218.5,218.5,-12.187053437768697,-0.3527053676285972,0.053116020615755315
230,219.0,219.0,-11.625860309978748,-0.33646388403631167,0.054667997719271194
231,221.25,221.25,-9.314593645467397,-0.2695735431711469,0.061059795419231164
232,223.5,223.5,-7.003253510365482,-0.20268107599450025,0.06745179630178316
233,225.75,225.75,-4.691839970803699,-0.13578648442025942,0.07384400018404307
234,228.0,225.75,-4.630353092912941,-0.1340069934233964,0.07401404187188221
235,226.0,225.75,-4.568792942823933,-0.1322253818567211,0.07418428619366033
236,224.0,224.0,-6.257159586667484,-0.18108838068163008,0.06951511573552545
237,222.0,222.0,-8.195453090574347,-0.23718450977129352,0.06415477365542258
238,220.0,220.0,-10.133673520675387,-0.2932785240328176,0.05879463366060527
239,218.0,218.0,-12.07182094310133,-0.3493704253800908,0.05343469556818935
240,218.0,218.0,-12.009895423982982,-0.3475782396727119,0.05360595031639607
241,218.0,218.0,-11.947897029451156,-0.345783944878864,0.05377740660123524
242,218.0,218.0,-11.885825825636573,-0.34398754291243566,0.05394906423982264
243,218.0,218.0,-11.82368187867013,-0.3421890356873202,0.05412092304927358
244,221.25,221.25,-8.511465254682548,-0.2463302140291815,0.06328084341850063
245,224.5,224.5,-5.199176019804611,-0.1504692909401344,0.07244096459282262
246,227.75,227.75,-1.886814240167098,-0.054606268334068946,0.08160128638935514
247,231.0,227.75,-1.8243799819008757,-0.05279935921310246,0.0817739480534168
248,229.25,227.75,-1.761873311136668,-0.050990354402898765,0.08194680997392015
249,227.5,227.5,-1.9492942940052558,-0.05641450282413451,0.08142849807784262
250,225.75,225.75,-3.6366429966374767,-0.10524804142463402,0.07676214273160857
251,224.0,224.0,-5.323919485164083,-0.15407949007756758,0.07209598709316302
252,224.0,224.0,-5.261123825715856,-0.1522621216493197,0.07226964821058908
253,224.0,224.0,-5.198256084423633,-0.15044266710128776,0.0724435086700347
254,224.0,224.0,-5.135316327418195,-0.1486211283473619,0.07261756828861551
255,224.0,224.0,-5.072304620830266,-0.14679750730143062,0.07279182688344729
256,223.25,223.25,-5.759221030790712,-0.16667754689774603,0.07089216260123077
