WAVE,INTENSITY_RAW,INTENSITY_MED,INTENSITY_CORR,INTENSITY_SNV,INTENSITY_NORM
200,-32.22503546448363,0.0,95.09725267705538,0.26116977912302713,0.4178656783260654
201,-33.784032541615275,0.0,93.27056633468554,0.25615306985820874,0.417022901741676
202,-1.2500302500260667,0.0,91.44443077039402,0.25113787321951786,0.41618037926925805
203,-52.32675245742176,-0.9363797823839696,88.68280571086076,0.24355350052193608,0.4149062508756456
204,-7.568116300495507,-1.2500302500260667,86.54513478596202,0.2376827205826939,0.4139199956227063
205,8.169307514552688,-1.2500302500260667,84.72266874331605,0.23267760171313598,0.4130791661540882
206,33.683551409395335,-1.2500302500260667,82.90208181003844,0.22767764352451114,0.4122392036484174
207,-0.9363797823839696,-7.568116300495507,74.7656077683827,0.20533208601912475,0.40848528616255975
208,38.32470815204197,-7.568116300495507,72.94973372770431,0.200345071055299,0.40764749803977846
209,-19.520976392029095,-1.2500302500260667,77.4547699095774,0.21271745060822458,0.40972598240671354
210,-7.792996927216797,-7.568116300495507,69.3267636347166,0.19039514850424302,0.40597597168657223
211,-21.255495343711186,-0.9363797823839696,74.15201033242998,0.2036469363191389,0.4082021912823564
212,16.971199064675183,-0.9363797823839696,72.34924700049744,0.19869592787296644,0.4073704520351152
213,9.051366021091662,-7.792996927216797,63.69388445803015,0.17492532399314234,0.4033771354426624
214,-16.76859123710567,-8.152019779982489,61.540420985800615,0.16901117228466325,0.40238359399680124
215,-8.152019779982489,-16.76859123710567,51.133995965660716,0.14043154829489543,0.39758239133230905
216,28.96395834973472,-18.23085086075439,47.88674758437085,0.1315134868512164,0.39608421135692423
217,-23.639482914353867,-16.76859123710567,47.56915651129535,0.13064127248043694,0.39593768465795526
218,27.32175774910499,-16.76859123710567,45.79471267362712,0.12576803911034373,0.3951190111495298
219,-37.20924277270935,-8.152019779982489,52.64251152839291,0.1445744511152359,0.3982783737590503
220,-29.79316007424869,-8.152019779982489,50.87967015135117,0.1397330820944672,0.3974650532671282
221,-18.23085086075439,-16.76859123710567,40.5064441814676,0.11124463412060367,0.3926791676176763
222,-23.189683721457296,-17.583974986466192,37.94084410668141,0.1041986134839678,0.39149547908955584
223,-40.51720751031807,-17.583974986466192,36.19731301077415,0.09941027713992452,0.3906910677641397
224,22.723620574688056,-17.583974986466192,34.46070994033295,0.09464096753776696,0.3898898528154103
225,41.71119363413437,-17.238589966890125,33.07665849936952,0.09083988602430987,0.3892512942851477
226,-1.3705870140907497,-17.238589966890125,31.354623055937374,0.08611058413868668,0.3884568003889869
227,12.883922844454329,-14.34316351782484,32.53564534298645,0.0893540777325073,0.3890016875467217
228,-17.583974986466192,-11.659686842929244,33.51257529272179,0.09203706353923187,0.3894524128119895
229,-19.947332518520845,-11.659686842929244,31.814108084820294,0.08737248813828181,0.388668792570807
230,-14.34316351782484,-1.3705870140907497,40.413038262186966,0.11098810932498052,0.3926360730152877
231,-17.238589966890125,-1.0210100146805432,39.08095719791342,0.10732975634908833,0.39202149200954056
232,62.45677083515653,-1.0210100146805432,37.40802077897834,0.10273529727986702,0.3912496508847958
233,8.030714152522723,-1.0210100146805432,35.74401212054346,0.09816535691305049,0.39048192875263665
234,-1.0210100146805432,1.4630885091767225,36.573231954023164,0.10044267991300895,0.390864505138499
235,-11.659686842929244,-1.0210100146805432,32.443583039958824,0.0891012429694576,0.3889592128473182
236,-41.944650892346246,1.4630885091767225,33.29165396321796,0.09143033754867126,0.38935048654299664
237,19.518588451975823,1.4630885091767225,31.66533983146369,0.08696391932292806,0.38860015549966825
238,4.200141947680783,4.200141947680783,32.78597950833416,0.09004158149134701,0.38911718398852135
239,1.4630885091767225,4.200141947680783,31.17964927238902,0.0856300459200188,0.3883760728966768
240,6.978828769791006,4.200141947680783,29.583582003925066,0.08124669598891417,0.387639696820625
241,9.524004228438807,1.4630885091767225,25.260900024253864,0.06937512382390496,0.3856453450429123
242,-22.83725994381724,4.200141947680783,26.42293575841523,0.07256647381016174,0.3861814723923424
243,26.428631979219396,4.200141947680783,24.858697381593878,0.06827053696793213,0.3854597811825215
244,-33.27489344882483,4.200141947680783,23.30540323543999,0.0640046567490605,0.38474313930225795
245,19.551371679096928,4.200141947680783,21.76321466674444,0.05976927626735454,0.3840316211919712
246,-0.8611963803859581,2.342812468896297,18.3749600180782,0.050463963092747886,0.3824683852857238
247,13.762470534318435,6.978828769791006,21.491468874694377,0.05902296881378025,0.3839062460878091
248,-26.880793039477165,2.342812468896297,15.34751371794958,0.042149553798543744,0.3810716151927616
249,63.12343982275711,2.342812468896297,13.851290879925129,0.038040411030217026,0.38038130424902306
250,-43.73538841547544,13.762470534318435,23.786586151334017,0.06532615061270114,0.38496514221809386
251,-28.09752042582989,13.762470534318435,22.314224054623605,0.061282537650580934,0.3842858398824558
252,20.952049132087893,13.762470534318435,20.853999965400302,0.05727225983374791,0.3836121376480798
253,2.342812468896297,2.342812468896297,7.9863898153527355,0.021933374575500444,0.37767542028179013
254,38.42452365438752,2.342812468896297,6.550840448913105,0.017990862038083196,0.3770131022013906
255,-7.686590139106423,-7.686590139106423,-4.901581347754638,-0.01346142903089962,0.37172930897378026
256,16.682373678938802,2.342812468896297,3.7174564843231637,0.010209414694744765,0.3757058664682747
257,29.76839061432566,2.342812468896297,2.3198671606893613,0.006371153497045669,0.3750610619776345
258,59.4604657082793,16.682373678938802,15.274732372440745,0.041949671179480404,0.3810380361308546
259,-79.50887689058197,16.682373678938802,13.903044435127406,0.038182544101367996,0.3804051817388097
260,-19.113155919086434,16.682373678938802,12.54447618549765,0.03445144820016162,0.3797783803649092
261,-41.16404754157566,29.76839061432566,24.28515310540788,0.06669538702708731,0.3851951655915093
262,-17.787902142321695,19.962066182282797,13.14682238666483,0.03610569813784018,0.38005628427334975
263,37.89403737144648,19.962066182282797,11.828252299704545,0.032484450954821144,0.37944793681468053
264,61.232740151883824,19.962066182282797,10.52321788794648,0.02890037739357696,0.37884583429793145
265,33.27871050099234,13.543732533358352,2.8134820102957576,0.007726789728529029,0.3752888006032025
266,-13.9312657945432,13.543732533358352,1.5358055326310733,0.004217850468258763,0.3746993201911445
267,62.26028555006107,13.543732533358352,0.2719454618508479,0.0007468558155634598,0.3741162142419226
268,47.02142214526177,13.543732533358352,-0.9780104309142104,-0.002685953179829627,0.37353952325042195
269,19.962066182282797,16.768507981544612,1.0107982161848703,0.0027759997205840515,0.3744570980522523
270,8.076548896678847,16.768507981544612,-0.21109740972833535,-0.0005797461264053854,0.37389335320005646
271,-26.13081923114607,13.543732533358352,-4.643618028435704,-0.012752972990038391,0.37184832527127515
272,13.543732533358352,8.076548896678847,-11.304319876334485,-0.03104555223338933,0.3687752834343687
273,16.768507981544612,8.076548896678847,-12.483537374013697,-0.034284089254566434,0.36823122895063237
274,-47.6748814445406,8.076548896678847,-13.648383126968636,-0.03748315651936691,0.3676938051454364
