WAVE,Nylon_raw,PET_raw,Styro_raw
374,-0.2073444689292667,0.02517526182733302,-0.033128752294827854
375,-0.19318873084663069,0.020492796254073277,0.13068424249414595
376,-0.18818537049071674,0.022359682669499174,0.3012773178473756
377,-0.17630366355395508,0.02828101169223116,0.4606943873555885
378,-0.15061781146236575,0.037009839107617654,0.5949226502126707
379,-0.11241184390900101,0.0477830071372564,0.6945879932037108
380,-0.06620600737083653,0.06030565526094107,0.7578565374488312
381,-0.019610908956815706,0.07737143324898636,0.7956087115651377
382,0.022962148080990605,0.09896830842151173,0.8114746078081605
383,0.05436638319671772,0.1203474246803526,0.8053516467368338
384,0.06953558695031997,0.13832274969846367,0.7801128273063723
385,0.0581680598387001,0.1479466227283852,0.7351698373779838
386,0.016473130685544554,0.1468551780473333,0.6772773972736855
387,-0.04596975978920262,0.13901092360251202,0.6262720486490757
388,-0.11726121487317709,0.1278963654205417,0.5894444472864612
389,-0.18101857729516596,0.11971127718144954,0.564641889217217
390,-0.22576934896847256,0.11714890333474348,0.5548756683941327
391,-0.243425359316427,0.11810387765572579,0.5575052774485775
392,-0.2330893286707167,0.12159382848761091,0.5727111393264737
393,-0.19713993437136146,0.130014540970406,0.6042644879291712
394,-0.13719972249874013,0.14304183812981613,0.6518380384517477
395,-0.0589114862284705,0.15812182040468709,0.713331998668431
396,0.02855540722633133,0.16917843601226235,0.7814559233230833
397,0.11825980133616618,0.16582458890840795,0.8491781461221004
398,0.19829303869275977,0.14348623306247682,0.9071062465771128
399,0.2516144514147167,0.10003782332393601,0.9417765245022891
400,0.2761005635065208,0.04019918760012017,0.9527178688181045
401,0.2696303784456895,-0.025833399654655677,0.9353708356886054
402,0.23563486189971466,-0.09314917841741002,0.8955801249751888
403,0.1851562188696167,-0.15741801166024272,0.8486928391799994
404,0.12554145884814244,-0.2194060353426894,0.8038306416884617
405,0.07068194071091981,-0.2853530202525559,0.7796468011691602
406,0.025120458200117095,-0.3521345782942911,0.7784576947705613
407,-0.01049466737408076,-0.413972360489525,0.795280596031586
408,-0.03940795688314779,-0.47007092288955876,0.8235650433237017
409,-0.07749264269866313,-0.5163877499628133,0.8607687757821055
410,-0.11794620142520008,-0.5554885416082934,0.9004989335528467
411,-0.1487436051253402,-0.5924087071576958,0.9359371832926924
412,-0.16837321694833107,-0.627814494272329,0.9543314007038066
413,-0.16309106902770845,-0.6654673116672147,0.9292897220263903
414,-0.14297651038317877,-0.7040804833274162,0.8606187828329146
415,-0.12305466996211199,-0.7413082974964526,0.7514103767109247
416,-0.10299083660608065,-0.778790391001555,0.6246437254258831
417,-0.09167136675117087,-0.8177161137390524,0.5210708765870705
418,-0.08369003909940381,-0.8600346225301646,0.443987054990861
419,-0.07177717371326095,-0.9082398833621997,0.39644059488942135
420,-0.06340410593178945,-0.9568904390572729,0.3610084400219597
421,-0.0628819753048001,-1.001951446368805,0.3029892827832499
422,-0.07605263120661208,-1.0401640199029543,0.23406494296988264
423,-0.10977804652506634,-1.0679757129622607,0.1649778590721952
424,-0.1467992961003543,-1.0905420597624464,0.09816221043127982
425,-0.17295242292844634,-1.106433238809922,0.04471216065458801
426,-0.18125499440872356,-1.1227308591446252,-0.0043557601407383465
427,-0.1632571315274641,-1.1463107816286766,-0.059073246968691415
428,-0.13789882294015282,-1.1775563153589146,-0.10352051172385333
429,-0.1155915377708112,-1.2225817816442277,-0.13402719158789167
430,-0.10312657381075521,-1.2776010445376722,-0.1393681958617307
431,-0.10817530049212053,-1.3388688424365847,-0.1079621210322068
