WAVE,INTENSITY_RAW,INTENSITY_MED,INTENSITY_CORR,INTENSITY_SNV,INTENSITY_NORM
200,12657.0,12657.0,151.09932384395506,0.7844831095568887,0.4159189158109152
201,12657.0,12657.0,139.97041945005913,0.7267036483205794,0.4089275294680626
202,12657.0,12657.0,128.85940104799374,0.6690170482442791,0.4019473794405368
203,12663.0,12663.0,123.76624047171936,0.642574187054048,0.39874776049921046
204,12669.0,12669.0,118.69090983720525,0.6162238960209788,0.39555934266150616
205,12675.0,12675.0,113.63338154131634,0.5899660318340845,0.3923821085866171
206,12681.0,12681.0,108.59362826071447,0.5638004526350382,0.38921604110951014
207,12703.25,12703.25,119.82162295075614,0.6220943745695799,0.3962696778337716
208,12725.5,12725.5,131.06733884440837,0.6804803021104991,0.4033344473503113
209,12747.75,12747.75,142.3307494511355,0.7389580977232441,0.41041033301727825
210,12770.0,12770.0,153.61182855579682,0.7975276253030685,0.4174973183658296
211,12795.75,12795.75,168.41055021756438,0.8743601808124877,0.4267941527042131
212,12821.5,12821.5,183.22688876883694,0.9512842003464175,0.43610205430279847
213,12847.25,12847.25,198.06081881414502,1.0282995520557114,0.4454210072076758
214,12873.0,12873.0,212.91231522904855,1.1054061054983637,0.4547509956352008
215,12900.5,12873.0,202.03135315908366,1.0489139204742817,0.4479153713077265
216,12928.0,12882.5,200.6679080186459,1.0418351351013957,0.44705882951379095
217,12955.5,12886.5,193.8219554899133,1.0062920632266408,0.4427580738132163
218,12983.0,12900.5,196.9934715218078,1.0227580585429175,0.4447504796320395
219,12949.5,12916.0,201.68243232884925,1.047102380283845,0.4476961727019253
220,12916.0,12924.0,198.88881439013676,1.0325983703933987,0.44594116954864316
221,12882.5,12928.0,192.1125944482501,0.9974173387659105,0.44168422116620787
222,12849.0,12949.5,202.85374950818732,1.0531836685368114,0.4484320161094097
223,12886.5,12949.5,192.1122568362698,0.9974155859394294,0.4416840090720336
224,12924.0,12949.5,181.38809395911449,0.9417374768173556,0.4349468889365605
225,12961.5,12945.0,166.18123866252972,0.8627859578684546,0.42539365739863916
226,12999.0,12939.0,149.49166899048942,0.776136427080388,0.41490895689773544
227,12985.5,12933.0,132.8193632440216,0.689576527785512,0.4044351019184752
228,12972.0,12933.0,122.16429998019521,0.6342571726151728,0.39774139145531356
229,12958.5,12933.0,111.52645801105427,0.5790272276053936,0.3910584997322731
230,12945.0,12933.0,100.90581640250821,0.5238865840697817,0.38438641359816555
231,12939.0,12933.0,90.30235447337691,0.4688351346350143,0.37772512006068604
232,12933.0,12933.0,79.71605179423204,0.4138727732348228,0.3710746062856847
233,12927.0,12927.0,63.14688818641298,0.32784837114532817,0.3606655471312423
234,12921.0,12921.0,46.594843720977224,0.2419128488582584,0.35026724254293
235,12897.6,12897.6,12.659898717605756,0.06572813471388748,0.32894867400781386
236,12874.2,12874.2,-21.257966256376676,-0.11036790269636211,0.30764083546731164
237,12850.8,12850.8,-55.15877038711187,-0.28637536298381755,0.2863437148683295
238,12827.4,12827.4,-89.04253261517988,-0.4622943444848894,0.26505730031204
239,12804.0,12823.0,-103.90927163669585,-0.5394800350615067,0.2557177361933304
240,12808.75,12818.25,-119.10900590431265,-0.6183945827864081,0.24616897821928474
241,12813.5,12813.5,-134.29175362827664,-0.6972209391399232,0.23663089151036126
242,12818.25,12813.5,-144.7075327774437,-0.7512979701121136,0.23008750381322218
243,12823.0,12813.5,-155.1063610803103,-0.805286995047764,0.2235547649554594
244,12805.5,12813.5,-165.48825602606303,-0.8591881047478861,0.21703266395003812
245,12788.0,12813.5,-175.85323486559355,-0.913001388776303,0.21052118995962477
246,12770.5,12813.5,-186.20131461251367,-0.9667269354649197,0.20402033229594957
247,12753.0,12818.25,-191.78251204418848,-0.9957036046177717,0.2005141194541915
248,12795.25,12823.0,-197.34684370276227,-1.024592709420296,0.19701850200723126
249,12837.5,12837.5,-193.14432589617354,-1.0027739206063786,0.19965860246623912
250,12879.75,12879.75,-161.17497469916634,-0.836794249754809,0.219742348128679
251,12922.0,12922.0,-129.18880595432347,-0.6707272649306443,0.239836658889901
252,12924.0,12924.0,-137.435835273056,-0.7135444995811434,0.23465572048775993
253,12926.0,12926.0,-145.66607803664374,-0.7562745811680568,0.22948532771421168
254,12928.0,12928.0,-153.87954939720657,-0.7989175883587262,0.2243254710504105
255,12930.0,12930.0,-162.07626427876312,-0.8414735986362285,0.21917614112080816
256,12960.75,12960.75,-141.50623737818387,-0.7346773651647873,0.23209861758881523
257,12991.5,12991.5,-120.91948316624257,-0.627794286213843,0.24503160246736033
258,13022.25,13022.25,-100.31601588858575,-0.5208244357444752,0.25797508680706127
259,13053.0,13053.0,-79.69584956674043,-0.4137678865541712,0.2709290617993319
260,13074.5,13074.5,-68.30899799913095,-0.3546492055530869,0.27808249539172936
261,13096.0,13096.0,-56.90547476205029,-0.2954439679561454,0.28524640243938604
262,13117.5,13117.5,-45.485293210669624,-0.23615224310122315,0.29242077455233306
263,13139.0,13139.0,-34.048466480026036,-0.1767740991832958,0.29960560347889387
264,13142.75,13142.75,-40.34500748602295,-0.2094647158066515,0.29564999839519096
265,13146.5,13146.5,-46.62492892639057,-0.24206904634882123,0.29170483403413716
266,13150.25,13150.25,-52.88824328171904,-0.27458715560699887,0.2877701025551917
267,13154.0,13154.0,-59.13496281640619,-0.30701910725594267,0.28384579625363016
268,13177.75,13177.75,-45.36509957965063,-0.23552821732128007,0.2924962824442748
269,13201.5,13201.5,-31.578665406444998,-0.1639512937802193,0.30115717880780657
270,13225.25,13225.25,-17.7756719185345,-0.09228839697097105,0.3098284780432274
271,13249.0,13249.0,-3.956130525428307,-0.020539586129850886,0.31851017298286965
272,13262.0,13262.0,-0.8700524253144977,-0.0045171706569000466,0.32044890509148105
273,13275.0,13266.0,-6.767448606118705,-0.035135492278103954,0.31674405026862174
274,13288.0,13274.75,-7.89832984638997,-0.04100684371328763,0.3160336094759991
275,13301.0,13275.0,-17.512706716348475,-0.09092312441866669,0.3099936777123177
276,13292.25,13283.5,-18.860589578795043,-0.09792111297579126,0.30914691243311887
277,13283.5,13288.0,-24.1919885901043,-0.12560086936566553,0.30579762764131047
278,13274.75,13290.5,-31.5069137011742,-0.1635787705985477,0.3012022545739873
279,13266.0,13292.25,-39.555374658424626,-0.20536507061802364,0.29614606053853787
280,13290.5,13301.0,-40.58738100470691,-0.21072307968793247,0.2954977348076517
281,13315.0,13313.0,-38.352942080302455,-0.199122236276218,0.2969014512227723
282,13339.5,13314.25,-46.85206702385403,-0.24324831040152328,0.29156214162378463
283,13364.0,13315.0,-55.83476477335353,-0.28988501587087406,0.28591904252390654
284,13351.25,13315.5,-65.05104406705141,-0.33773443872019715,0.28012920311965966
285,13338.5,13316.75,-73.50091344444809,-0.381604785958597,0.27482083679058755
286,13325.75,13318.0,-81.9343812472107,-0.42538997888959673,0.26952277423813525
287,13313.0,13325.75,-83.85145562015896,-0.43534311717692364,0.2683184321829897
288,13314.25,13331.75,-87.5021445121638,-0.4542969000342113,0.26602500099172477
289,13315.5,13338.5,-90.38645567713866,-0.46927177440203555,0.26421302265373103
290,13316.75,13338.5,-100.00439667493993,-0.5192065594793854,0.25817085183813193
291,13318.0,13338.5,-109.60597487234554,-0.5690563915588736,0.25213896044044937
292,13331.75,13338.5,-119.19119744395357,-0.618821307889846,0.24611734395346618
293,13345.5,13345.5,-121.76007137316628,-0.6321584834428432,0.24450352919960247
294,13359.25,13359.25,-117.56260345306873,-0.6103659128181057,0.24714045722526043
295,13373.0,13373.0,-113.34880028741463,-0.5884885322557487,0.2497876473583684
296,13373.0,13373.0,-122.86866829152495,-0.6379141383037232,0.24380708783570754
297,13373.0,13373.0,-132.37221369322288,-0.687255000055226,0.23783678247783657
298,13373.0,13373.0,-141.8594425337742,-0.7365111488755262,0.23187672748951904
299,13373.0,13373.0,-151.33036066878958,-0.7856826151660018,0.22592691919215063
300,13385.8,13385.8,-147.98497376918203,-0.7683139105887254,0.22802855394914456
301,13398.6,13398.6,-144.62328732203605,-0.7508605814121324,0.23014042838742443
302,13411.4,13411.4,-141.24530663159385,-0.7333226551749856,0.2322625391747658
303,13424.2,13424.2,-137.85103682011868,-0.7157001584712424,0.23439488309326695
304,13437.0,13437.0,-134.44048282884614,-0.6979931169549943,0.23653745703875098
305,13465.75,13465.75,-115.06364941886204,-0.5973917499858723,0.2487103469904876
306,13494.5,13494.5,-95.67054117205953,-0.49670588671147226,0.26089346109977263
307,13523.25,13523.25,-76.26116249201914,-0.395935549994468,0.27308679660019425
308,13552.0,13552.0,-56.83551760492628,-0.2950807617765267,0.28529035083678356
309,13566.25,13566.25,-51.8936105604771,-0.26942318431860457,0.28839494947428823
310,13580.5,13580.5,-46.935445232778875,-0.2436811964988437,0.29150976187007877
311,13594.75,13594.75,-41.9610253212777,-0.21785481752416647,0.29463478570009377
312,13609.0,13609.0,-36.970354351626156,-0.1919440656991875,0.2977700187494522
313,13629.75,13629.75,-25.4634356765946,-0.13220201580809327,0.3049988807492962
314,13650.5,13650.5,-13.940272476995233,-0.07237562698799509,0.31223794786396464
315,13671.25,13671.25,-2.4008677625279233,-0.012464914864765142,0.3194872182027076
316,13692.0,13692.0,9.154775627268464,0.04753010581917274,0.3267466899816735
317,13699.25,13699.25,7.2266550221847865,0.037519617291527,0.3255354084764475
318,13706.5,13706.5,5.314767920383019,0.027593410472161645,0.3243343251622675
319,13713.75,13713.75,3.4191119875740696,0.017751473241827437,0.32314343857268935
320,13721.0,13721.0,1.539685056071903,0.007993794346251101,0.32196274734593205
321,13749.0,13749.0,20.426485123964085,0.10605098791862531,0.33382778916687483
322,13777.0,13777.0,39.32951035418591,0.2041924198944126,0.3457030239389211
323,13805.0,13805.0,58.248759073649126,0.3024180815872109,0.3575884506110054
324,13833.0,13833.0,77.18422977236878,0.400727965157424,0.36948406823452695
325,13846.25,13846.25,81.38592110258833,0.4225424630404783,0.37212364948558807
326,13859.5,13859.5,85.60383187790285,0.4444411696439934,0.3747734200960786
327,13872.75,13872.75,89.83796107235685,0.46642407964137506,0.3774333794214742
328,13886.0,13886.0,94.08830781961842,0.48849118853476914,0.38010352691752886
329,13896.0,13896.0,95.10487141207523,0.49376902133894146,0.3807421512209995
330,13906.0,13906.0,96.13765129997228,0.4991310465110795,0.38139096290522756
331,13916.0,13916.0,97.1866470905552,0.5045772620120664,0.38204996172347727
332,13926.0,13926.0,98.25185854719166,0.5101076666133456,0.3827191475270918
333,13938.0,13938.0,101.33328558851463,0.526105934545658,0.3846549577533903
334,13950.0,13950.0,104.43092828755834,0.5421883915350002,0.3866009549598188
335,13962.0,13962.0,107.54478687089977,0.558355038757723,0.38855713928871716
336,13974.0,13966.0,102.67486171780729,0.5330711795701852,0.38549776102460703
337,13972.0,13968.0,95.82115335936396,0.4974878406892395,0.3811921329664311
338,13970.0,13970.0,88.9836624776326,0.46198870030923017,0.37689669303110956
339,13968.0,13972.0,82.16238990480633,0.4265737627507684,0.37261144174144173
340,13966.0,13972.0,73.35733662232451,0.3808593584561426,0.3670799422255507
341,13983.25,13972.0,64.56850376006696,0.3352291679446902,0.3615586326816836
342,14000.5,13972.0,55.795892595484474,0.2896831978487279,0.35604751391235906
343,14017.75,13972.0,47.03950455274389,0.2442214555622983,0.3505465868122653
344,14035.0,13970.0,36.299341201909556,0.18846027458373477,0.3437994148793107
345,14012.25,13968.0,25.575404258070193,0.13278333847068424,0.3370624366793817
346,13989.5,13966.75,15.61769558053129,0.08108453487130277,0.3308068174386921
347,13966.75,13966.0,6.176217171949247,0.032065914851408445,0.32487550372929375
348,13944.0,13944.0,-24.499028822483524,-0.12719497230489762,0.30560473921210085
349,13916.5,13936.0,-41.15804011588989,-0.2136858489621324,0.2951392360574479
350,13889.0,13936.0,-49.80081428053563,-0.25855772647545033,0.2897096833251766
351,13861.5,13936.0,-58.42734874866437,-0.3033452901262187,0.2842903326746577
352,13834.0,13936.0,-67.03764081331246,-0.3480485258603227,0.2788811858064565
353,13859.5,13936.0,-75.63168762915848,-0.3926674189053163,0.2734822445080572
354,13885.0,13936.0,-84.20948621332718,-0.4372019537745965,0.268093510653358
355,13910.5,13936.0,-92.77103344624265,-0.4816521142718326,0.26271498620213496
356,13936.0,13936.0,-101.3163260724159,-0.5260178834950554,0.25734667319954724
357,13945.25,13936.0,-109.8453607012907,-0.5702992438410484,0.2519885737756059
358,13954.5,13944.5,-109.85813380805484,-0.570365559733523,0.25198054947051474
359,13963.75,13945.25,-117.60464173446235,-0.6105841687365908,0.24711404798891426
360,13973.0,13948.25,-123.08488068963925,-0.6390366779027251,0.24367125915447985
361,13963.5,13954.0,-125.79884675090216,-0.6531271482026954,0.2419662948036237
362,13954.0,13954.5,-133.74653586457862,-0.6943902572032346,0.23697340752919685
363,13944.5,13961.5,-135.17794384679655,-0.7018218945948962,0.23607417020414465
364,13935.0,13963.5,-141.593066384321,-0.735128167239881,0.2320440699796181
365,13948.25,13963.75,-149.74189903532897,-0.7774355807655406,0.22692482056476132
366,13961.5,13973.0,-148.87443723025353,-0.7729318601865567,0.22746977633060267
367,13974.75,13974.75,-155.49067627254044,-0.8072822970079611,0.2233133309480128
368,13988.0,13984.0,-154.59061133949217,-0.802609306292204,0.2238787686099668
369,13987.0,13985.0,-161.92423748304282,-0.8406843002435656,0.219271647203503
370,13986.0,13986.0,-169.24154963055844,-0.8786745945813665,0.2146747745551415
371,13985.0,13987.0,-176.54254258565743,-0.9165801623268391,0.21008815392934665
372,13984.0,13988.0,-183.82721102895812,-0.9544009758626188,0.20551178866785366
373,14015.75,14015.75,-164.3455495189155,-0.8532553584507373,0.21775053359696778
374,14047.5,14047.5,-140.84755249259433,-0.7312575803893212,0.2325124157804755
375,14079.25,14079.25,-117.33321426645671,-0.6091749614767367,0.24728456381201097
376,14111.0,14111.0,-93.80252903715882,-0.4870074715829668,0.26206698133734346
377,14152.75,14152.75,-60.25549088232219,-0.31283670669406,0.2831418595191996
