-0.117,73189.19819
4.17,11531.24824
8.453,2264.96594
12.732,1165.65071
17.008,811.93381
21.28,591.86579
25.549,456.20784
29.813,363.75982
34.075,294.42394
38.332,237.14657
42.586,186.90347
46.837,164.79652
51.084,149.72361
55.327,126.61181
59.567,98.47578
63.803,90.43695
68.036,78.37866
72.265,60.29125
76.49,62.30094
80.712,51.24755
84.931,53.25726
89.145,70.3398
93.357,77.37381
97.564,84.40779
101.769,108.52435
105.969,126.61179
110.167,133.64587
114.36,155.75278
118.55,154.74792
122.737,160.77715
126.92,179.86941
131.1,175.84998
135.276,189.91803
139.448,200.9716
143.617,205.9959
147.783,214.03473
151.945,226.09308
156.104,221.06879
160.259,220.06393
164.411,227.09792
168.559,224.08336
172.704,231.11747
176.845,234.13202
180.983,234.13204
185.117,239.15631
189.248,234.132
193.376,231.11742
197.5,245.18552
201.62,238.15142
205.738,241.16608
209.851,234.132
213.962,233.12717
218.069,237.14662
222.172,230.11252
226.272,217.04936
230.369,219.05907
234.463,228.10285
238.552,218.05424
242.639,218.05422
246.722,231.11742
250.802,224.08343
254.878,224.08343
258.951,221.06876
263.021,226.0931
267.087,214.03474
271.15,223.07853
275.21,221.06888
279.266,225.08824
283.319,226.09307
287.368,231.11746
291.414,227.09797
295.457,246.19041
299.496,242.17094
303.532,237.14656
307.565,244.18064
311.595,237.14663
315.621,241.16608
319.644,234.132
323.663,236.1418
327.679,244.18064
331.692,230.11255
335.702,227.09795
339.708,227.09798
343.711,235.13686
347.711,221.0688
351.707,223.07855
355.7,232.12231
359.69,224.08338
363.677,220.06393
367.66,211.02017
371.64,221.06877
375.617,220.0639
379.59,222.07368
383.561,231.11742
387.528,225.08819
391.491,213.02992
395.452,227.09797
399.409,234.13202
403.363,233.12711
407.314,219.05906
411.262,225.08823
415.206,213.02989
419.147,229.10766
423.085,215.03965
427.02,219.05906
430.951,220.06388
434.879,216.04451
438.804,214.03476
442.726,210.01527
446.645,214.03479
450.56,220.0639
454.473,207.00073
458.382,209.01045
462.288,213.02989
466.191,213.02989
470.09,221.06875
473.987,215.03962
477.88,212.02507
481.77,218.05422
485.657,212.02502
489.541,202.98126
493.421,214.03477
497.299,213.02991
501.173,210.01528
505.044,204.99099
508.912,200.97161
512.777,218.05418
516.639,215.03958
520.497,216.04446
524.353,215.03966
528.205,212.025
532.055,203.98613
535.901,216.04447
539.744,204.99099
543.584,207.00077
547.421,195.94724
551.255,201.97639
555.085,200.97149
558.913,197.95697
562.737,187.90831
566.559,214.03469
570.377,201.97637
574.192,202.98125
578.005,216.04445
581.814,203.98609
585.62,203.98612
589.423,202.98127
593.223,189.9181
597.02,195.94718
600.813,200.97156
604.604,192.93264
608.392,196.95209
612.177,208.00554
615.958,192.93265
619.737,198.96178
623.513,199.96669
627.285,192.93264
631.055,202.98119
634.821,204.99096
638.585,198.96183
642.345,200.97153
646.103,211.02031
649.857,210.01528
653.609,202.98123
657.357,198.96177
661.103,203.98611
664.845,188.91322
668.585,195.94721
672.321,194.94237
