-0.117,206470.9
4.17,206472.9
8.453,206537.3
12.732,14806.38
17.008,9648.101
21.28,7139.752
25.549,5497.874
29.813,4371.844
34.075,3498.817
38.332,2918.081
42.586,2434.777
46.837,2018.779
51.084,1747.471
55.327,1461.085
59.567,1283.223
63.803,1173.692
68.036,1036.024
72.265,928.5022
76.49,930.5112
80.712,956.6379
84.931,1009.897
89.145,1229.965
93.357,1517.358
97.564,1899.203
101.769,2361.426
105.969,2903.01
110.167,3326.005
114.36,3698.747
118.55,4034.303
122.737,4189.993
126.92,4420.07
131.1,4618.971
135.276,4760.604
139.448,4924.33
143.617,5005.691
147.783,5211.617
151.945,5259.823
156.104,5401.454
160.259,5497.874
164.411,5559.155
168.559,5612.368
172.704,5644.512
176.845,5656.561
180.983,5626.419
185.117,5696.733
189.248,5738.919
193.376,5735.904
197.5,5718.815
201.62,5762.009
205.738,5788.125
209.851,5764.026
213.962,5739.914
218.069,5724.862
222.172,5663.586
226.272,5547.085
230.369,5492.846
234.463,5305.018
238.552,5253.79
242.639,5181.487
246.722,5145.323
250.802,5113.178
254.878,5085.055
258.951,5113.182
263.021,5083.052
267.087,5183.501
271.15,5198.556
275.21,5213.613
279.266,5278.908
283.319,5287.959
287.368,5392.408
291.414,5412.501
295.457,5440.614
299.496,5537.047
303.532,5528.014
307.565,5497.875
311.595,5564.16
315.621,5624.412
319.644,5494.865
323.663,5494.846
327.679,5441.627
331.692,5449.663
335.702,5412.502
339.708,5330.137
343.711,5311.053
347.711,5253.803
351.707,5237.727
355.7,5184.487
359.69,5266.859
363.677,5230.688
367.66,5254.813
371.64,5255.812
375.617,5326.126
379.59,5403.46
383.561,5373.322
387.528,5370.331
391.491,5330.137
395.452,5374.319
399.409,5382.358
403.363,5375.337
407.314,5330.138
411.262,5388.394
415.206,5340.174
419.147,5262.826
423.085,5292.97
427.02,5188.512
430.951,5233.723
434.879,5209.6
438.804,5221.652
442.726,5204.583
446.645,5177.46
450.56,5226.683
454.473,5193.524
458.382,5186.502
462.288,5157.374
466.191,5174.458
470.09,5166.426
473.987,5103.127
477.88,5138.288
481.77,5085.057
485.657,5118.204
489.541,5096.107
493.421,5094.086
497.299,5086.059
501.173,5054.916
505.044,5101.131
508.912,5124.217
512.777,5120.205
516.639,5105.145
520.497,5130.256
524.353,5105.146
528.205,5094.106
532.055,5024.787
535.901,4983.596
539.744,5002.692
543.584,4956.459
547.421,4971.549
551.255,4878.138
555.085,4835.949
558.913,4852.021
562.737,4869.094
566.559,4839.969
570.377,4735.498
574.192,4784.714
578.005,4773.668
581.814,4776.682
585.62,4684.265
589.423,4767.643
593.223,4689.282
597.02,4713.395
600.813,4682.252
604.604,4644.08
608.392,4667.186
612.177,4743.526
615.958,4862.06
619.737,4976.571
623.513,4772.655
627.285,4703.346
631.055,4691.302
634.821,4666.176
638.585,4631.015
642.345,4700.335
646.103,4620.927
649.857,4627.002
653.609,4601.895
657.357,4654.125
661.103,4585.811
664.845,4532.566
668.585,4494.407
672.321,4465.267
676.055,4432.124
679.785,4415.046
683.513,4352.76
687.237,4380.893
690.959,4345.731
694.678,4342.716
698.393,4341.706
702.106,4335.688
705.816,4306.547
709.523,4278.415
713.227,4316.599
716.928,4294.498
720.626,4325.633
724.321,4319.597
728.013,4303.532
731.702,4262.317
735.388,4268.38
739.072,4271.394
742.752,4275.41
746.43,4302.523
750.104,4292.487
753.776,4236.23
757.445,4257.334
761.11,4222.165
764.773,4164.896
768.433,4234.219
772.091,4225.181
775.745,4284.453
779.396,4240.253
783.045,4218.142
786.69,4238.239
790.333,4276.414
793.973,4247.277
797.61,4155.853
801.244,4056.398
804.875,3952.928
808.504,3935.849
812.129,3894.657
815.752,3857.487
819.372,3851.455
822.989,3790.177
826.603,3860.5
830.214,3868.536
833.822,3851.454
837.428,3861.501
841.031,3923.794
844.631,3872.552
848.228,3831.368
851.822,3825.335
855.413,3858.482
859.002,3779.982
862.588,3801.23
866.171,3777.109
869.751,3694.728
873.328,3675.64
876.903,3694.728
880.475,3661.577
884.044,3697.743
887.61,3649.519
891.173,3682.677
894.734,3734.917
898.292,3690.71
901.847,3686.694
905.399,3679.666
908.948,3624.402
912.495,3592.249
916.039,3567.133
919.58,3520.918
923.119,3482.738
926.654,3480.735
930.187,3419.441
933.717,3402.364
937.245,3375.238
940.769,3343.088
944.291,3372.224
947.81,3332.035
951.327,3346.1
954.84,3365.19
958.351,3319.978
961.86,3389.304
965.365,3375.234
968.868,3429.491
972.368,3436.523
975.865,3422.457
979.36,3500.828
982.852,3510.872
986.341,3637.461
989.827,3776.115
993.311,4192.032
996.792,5221.66
1000.271,5165.393
1003.746,4157.875
1007.219,3542.02
1010.69,3395.333
1014.157,3346.102
1017.622,3391.314
1021.084,3489.77
1024.544,3659.566
1028.001,3733.912
1031.455,3725.876
1034.907,3520.915
1038.356,3379.256
1041.802,3288.833
1045.245,3232.565
1048.686,3211.468
1052.125,3219.509
